DATE_KEY,FULL_DATE,YEAR,QUARTER,QUARTER_NAME,MONTH_NUMBER,MONTH_NAME,MONTH_SHORT_NAME,WEEK_OF_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_NAME,IS_WEEKEND
20130815,2013-08-15,2013,3,Q3,8,August,Aug,33,15,4,15A13,FALSE
20130816,2013-08-16,2013,3,Q3,8,August,Aug,33,16,5,16A13,FALSE
20130817,2013-08-17,2013,3,Q3,8,August,Aug,33,17,6,17A13,TRUE
20130818,2013-08-18,2013,3,Q3,8,August,Aug,33,18,0,18A13,TRUE
20130819,2013-08-19,2013,3,Q3,8,August,Aug,34,19,1,19A13,FALSE
20130820,2013-08-20,2013,3,Q3,8,August,Aug,34,20,2,20A13,FALSE
20130821,2013-08-21,2013,3,Q3,8,August,Aug,34,21,3,21A13,FALSE
20130822,2013-08-22,2013,3,Q3,8,August,Aug,34,22,4,22A13,FALSE
20130823,2013-08-23,2013,3,Q3,8,August,Aug,34,23,5,23A13,FALSE
20130824,2013-08-24,2013,3,Q3,8,August,Aug,34,24,6,24A13,TRUE
20130825,2013-08-25,2013,3,Q3,8,August,Aug,34,25,0,25A13,TRUE
20130826,2013-08-26,2013,3,Q3,8,August,Aug,35,26,1,26A13,FALSE
20130827,2013-08-27,2013,3,Q3,8,August,Aug,35,27,2,27A13,FALSE
20130828,2013-08-28,2013,3,Q3,8,August,Aug,35,28,3,28A13,FALSE
20130829,2013-08-29,2013,3,Q3,8,August,Aug,35,29,4,29A13,FALSE
20130830,2013-08-30,2013,3,Q3,8,August,Aug,35,30,5,30A13,FALSE
20130831,2013-08-31,2013,3,Q3,8,August,Aug,35,31,6,31A13,TRUE
20130901,2013-09-01,2013,3,Q3,9,September,Sep,35,1,0,1A13,TRUE
20130902,2013-09-02,2013,3,Q3,9,September,Sep,36,2,1,2A13,FALSE
20130903,2013-09-03,2013,3,Q3,9,September,Sep,36,3,2,3A13,FALSE
20130904,2013-09-04,2013,3,Q3,9,September,Sep,36,4,3,4A13,FALSE
20130905,2013-09-05,2013,3,Q3,9,September,Sep,36,5,4,5A13,FALSE
20130906,2013-09-06,2013,3,Q3,9,September,Sep,36,6,5,6A13,FALSE
20130907,2013-09-07,2013,3,Q3,9,September,Sep,36,7,6,7A13,TRUE
20130908,2013-09-08,2013,3,Q3,9,September,Sep,36,8,0,8A13,TRUE
20130909,2013-09-09,2013,3,Q3,9,September,Sep,37,9,1,9A13,FALSE
20130910,2013-09-10,2013,3,Q3,9,September,Sep,37,10,2,10A13,FALSE
20130911,2013-09-11,2013,3,Q3,9,September,Sep,37,11,3,11A13,FALSE
20130912,2013-09-12,2013,3,Q3,9,September,Sep,37,12,4,12A13,FALSE
20130913,2013-09-13,2013,3,Q3,9,September,Sep,37,13,5,13A13,FALSE
20130914,2013-09-14,2013,3,Q3,9,September,Sep,37,14,6,14A13,TRUE
20130915,2013-09-15,2013,3,Q3,9,September,Sep,37,15,0,15A13,TRUE
20130916,2013-09-16,2013,3,Q3,9,September,Sep,38,16,1,16A13,FALSE
20130917,2013-09-17,2013,3,Q3,9,September,Sep,38,17,2,17A13,FALSE
20130918,2013-09-18,2013,3,Q3,9,September,Sep,38,18,3,18A13,FALSE
20130919,2013-09-19,2013,3,Q3,9,September,Sep,38,19,4,19A13,FALSE
20130920,2013-09-20,2013,3,Q3,9,September,Sep,38,20,5,20A13,FALSE
20130921,2013-09-21,2013,3,Q3,9,September,Sep,38,21,6,21A13,TRUE
20130922,2013-09-22,2013,3,Q3,9,September,Sep,38,22,0,22A13,TRUE
20130923,2013-09-23,2013,3,Q3,9,September,Sep,39,23,1,23A13,FALSE
20130924,2013-09-24,2013,3,Q3,9,September,Sep,39,24,2,24A13,FALSE
20130925,2013-09-25,2013,3,Q3,9,September,Sep,39,25,3,25A13,FALSE
20130926,2013-09-26,2013,3,Q3,9,September,Sep,39,26,4,26A13,FALSE
20130927,2013-09-27,2013,3,Q3,9,September,Sep,39,27,5,27A13,FALSE
20130928,2013-09-28,2013,3,Q3,9,September,Sep,39,28,6,28A13,TRUE
20130929,2013-09-29,2013,3,Q3,9,September,Sep,39,29,0,29A13,TRUE
20130930,2013-09-30,2013,3,Q3,9,September,Sep,40,30,1,30A13,FALSE
20131001,2013-10-01,2013,4,Q4,10,October,Oct,40,1,2,1A13,FALSE
20131002,2013-10-02,2013,4,Q4,10,October,Oct,40,2,3,2A13,FALSE
20131003,2013-10-03,2013,4,Q4,10,October,Oct,40,3,4,3A13,FALSE
20131004,2013-10-04,2013,4,Q4,10,October,Oct,40,4,5,4A13,FALSE
20131005,2013-10-05,2013,4,Q4,10,October,Oct,40,5,6,5A13,TRUE
20131006,2013-10-06,2013,4,Q4,10,October,Oct,40,6,0,6A13,TRUE
20131007,2013-10-07,2013,4,Q4,10,October,Oct,41,7,1,7A13,FALSE
20131008,2013-10-08,2013,4,Q4,10,October,Oct,41,8,2,8A13,FALSE
20131009,2013-10-09,2013,4,Q4,10,October,Oct,41,9,3,9A13,FALSE
20131010,2013-10-10,2013,4,Q4,10,October,Oct,41,10,4,10A13,FALSE
20131011,2013-10-11,2013,4,Q4,10,October,Oct,41,11,5,11A13,FALSE
20131012,2013-10-12,2013,4,Q4,10,October,Oct,41,12,6,12A13,TRUE
20131013,2013-10-13,2013,4,Q4,10,October,Oct,41,13,0,13A13,TRUE
20131014,2013-10-14,2013,4,Q4,10,October,Oct,42,14,1,14A13,FALSE
20131015,2013-10-15,2013,4,Q4,10,October,Oct,42,15,2,15A13,FALSE
20131016,2013-10-16,2013,4,Q4,10,October,Oct,42,16,3,16A13,FALSE
20131017,2013-10-17,2013,4,Q4,10,October,Oct,42,17,4,17A13,FALSE
20131018,2013-10-18,2013,4,Q4,10,October,Oct,42,18,5,18A13,FALSE
20131019,2013-10-19,2013,4,Q4,10,October,Oct,42,19,6,19A13,TRUE
20131020,2013-10-20,2013,4,Q4,10,October,Oct,42,20,0,20A13,TRUE
20131021,2013-10-21,2013,4,Q4,10,October,Oct,43,21,1,21A13,FALSE
20131022,2013-10-22,2013,4,Q4,10,October,Oct,43,22,2,22A13,FALSE
20131023,2013-10-23,2013,4,Q4,10,October,Oct,43,23,3,23A13,FALSE
20131024,2013-10-24,2013,4,Q4,10,October,Oct,43,24,4,24A13,FALSE
20131025,2013-10-25,2013,4,Q4,10,October,Oct,43,25,5,25A13,FALSE
20131026,2013-10-26,2013,4,Q4,10,October,Oct,43,26,6,26A13,TRUE
20131027,2013-10-27,2013,4,Q4,10,October,Oct,43,27,0,27A13,TRUE
20131028,2013-10-28,2013,4,Q4,10,October,Oct,44,28,1,28A13,FALSE
20131029,2013-10-29,2013,4,Q4,10,October,Oct,44,29,2,29A13,FALSE
20131030,2013-10-30,2013,4,Q4,10,October,Oct,44,30,3,30A13,FALSE
20131031,2013-10-31,2013,4,Q4,10,October,Oct,44,31,4,31A13,FALSE
20131101,2013-11-01,2013,4,Q4,11,November,Nov,44,1,5,1A13,FALSE
20131102,2013-11-02,2013,4,Q4,11,November,Nov,44,2,6,2A13,TRUE
20131103,2013-11-03,2013,4,Q4,11,November,Nov,44,3,0,3A13,TRUE
20131104,2013-11-04,2013,4,Q4,11,November,Nov,45,4,1,4A13,FALSE
20131105,2013-11-05,2013,4,Q4,11,November,Nov,45,5,2,5A13,FALSE
20131106,2013-11-06,2013,4,Q4,11,November,Nov,45,6,3,6A13,FALSE
20131107,2013-11-07,2013,4,Q4,11,November,Nov,45,7,4,7A13,FALSE
20131108,2013-11-08,2013,4,Q4,11,November,Nov,45,8,5,8A13,FALSE
20131109,2013-11-09,2013,4,Q4,11,November,Nov,45,9,6,9A13,TRUE
20131110,2013-11-10,2013,4,Q4,11,November,Nov,45,10,0,10A13,TRUE
20131111,2013-11-11,2013,4,Q4,11,November,Nov,46,11,1,11A13,FALSE
20131112,2013-11-12,2013,4,Q4,11,November,Nov,46,12,2,12A13,FALSE
20131113,2013-11-13,2013,4,Q4,11,November,Nov,46,13,3,13A13,FALSE
20131114,2013-11-14,2013,4,Q4,11,November,Nov,46,14,4,14A13,FALSE
20131115,2013-11-15,2013,4,Q4,11,November,Nov,46,15,5,15A13,FALSE
20131116,2013-11-16,2013,4,Q4,11,November,Nov,46,16,6,16A13,TRUE
20131117,2013-11-17,2013,4,Q4,11,November,Nov,46,17,0,17A13,TRUE
20131118,2013-11-18,2013,4,Q4,11,November,Nov,47,18,1,18A13,FALSE
20131119,2013-11-19,2013,4,Q4,11,November,Nov,47,19,2,19A13,FALSE
20131120,2013-11-20,2013,4,Q4,11,November,Nov,47,20,3,20A13,FALSE
20131121,2013-11-21,2013,4,Q4,11,November,Nov,47,21,4,21A13,FALSE
20131122,2013-11-22,2013,4,Q4,11,November,Nov,47,22,5,22A13,FALSE
20131123,2013-11-23,2013,4,Q4,11,November,Nov,47,23,6,23A13,TRUE
20131124,2013-11-24,2013,4,Q4,11,November,Nov,47,24,0,24A13,TRUE
20131125,2013-11-25,2013,4,Q4,11,November,Nov,48,25,1,25A13,FALSE
20131126,2013-11-26,2013,4,Q4,11,November,Nov,48,26,2,26A13,FALSE
20131127,2013-11-27,2013,4,Q4,11,November,Nov,48,27,3,27A13,FALSE
20131128,2013-11-28,2013,4,Q4,11,November,Nov,48,28,4,28A13,FALSE
20131129,2013-11-29,2013,4,Q4,11,November,Nov,48,29,5,29A13,FALSE
20131130,2013-11-30,2013,4,Q4,11,November,Nov,48,30,6,30A13,TRUE
20131201,2013-12-01,2013,4,Q4,12,December,Dec,48,1,0,1A13,TRUE
20131202,2013-12-02,2013,4,Q4,12,December,Dec,49,2,1,2A13,FALSE
20131203,2013-12-03,2013,4,Q4,12,December,Dec,49,3,2,3A13,FALSE
20131204,2013-12-04,2013,4,Q4,12,December,Dec,49,4,3,4A13,FALSE
20131205,2013-12-05,2013,4,Q4,12,December,Dec,49,5,4,5A13,FALSE
20131206,2013-12-06,2013,4,Q4,12,December,Dec,49,6,5,6A13,FALSE
20131207,2013-12-07,2013,4,Q4,12,December,Dec,49,7,6,7A13,TRUE
20131208,2013-12-08,2013,4,Q4,12,December,Dec,49,8,0,8A13,TRUE
20131209,2013-12-09,2013,4,Q4,12,December,Dec,50,9,1,9A13,FALSE
20131210,2013-12-10,2013,4,Q4,12,December,Dec,50,10,2,10A13,FALSE
20131211,2013-12-11,2013,4,Q4,12,December,Dec,50,11,3,11A13,FALSE
20131212,2013-12-12,2013,4,Q4,12,December,Dec,50,12,4,12A13,FALSE
20131213,2013-12-13,2013,4,Q4,12,December,Dec,50,13,5,13A13,FALSE
20131214,2013-12-14,2013,4,Q4,12,December,Dec,50,14,6,14A13,TRUE
20131215,2013-12-15,2013,4,Q4,12,December,Dec,50,15,0,15A13,TRUE
20131216,2013-12-16,2013,4,Q4,12,December,Dec,51,16,1,16A13,FALSE
20131217,2013-12-17,2013,4,Q4,12,December,Dec,51,17,2,17A13,FALSE
20131218,2013-12-18,2013,4,Q4,12,December,Dec,51,18,3,18A13,FALSE
20131219,2013-12-19,2013,4,Q4,12,December,Dec,51,19,4,19A13,FALSE
20131220,2013-12-20,2013,4,Q4,12,December,Dec,51,20,5,20A13,FALSE
20131221,2013-12-21,2013,4,Q4,12,December,Dec,51,21,6,21A13,TRUE
20131222,2013-12-22,2013,4,Q4,12,December,Dec,51,22,0,22A13,TRUE
20131223,2013-12-23,2013,4,Q4,12,December,Dec,52,23,1,23A13,FALSE
20131224,2013-12-24,2013,4,Q4,12,December,Dec,52,24,2,24A13,FALSE
20131225,2013-12-25,2013,4,Q4,12,December,Dec,52,25,3,25A13,FALSE
20131226,2013-12-26,2013,4,Q4,12,December,Dec,52,26,4,26A13,FALSE
20131227,2013-12-27,2013,4,Q4,12,December,Dec,52,27,5,27A13,FALSE
20131228,2013-12-28,2013,4,Q4,12,December,Dec,52,28,6,28A13,TRUE
20131229,2013-12-29,2013,4,Q4,12,December,Dec,52,29,0,29A13,TRUE
20131230,2013-12-30,2013,4,Q4,12,December,Dec,1,30,1,30A13,FALSE
20131231,2013-12-31,2013,4,Q4,12,December,Dec,1,31,2,31A13,FALSE
20140101,2014-01-01,2014,1,Q1,1,January,Jan,1,1,3,1A14,FALSE
20140102,2014-01-02,2014,1,Q1,1,January,Jan,1,2,4,2A14,FALSE
20140103,2014-01-03,2014,1,Q1,1,January,Jan,1,3,5,3A14,FALSE
20140104,2014-01-04,2014,1,Q1,1,January,Jan,1,4,6,4A14,TRUE
20140105,2014-01-05,2014,1,Q1,1,January,Jan,1,5,0,5A14,TRUE
20140106,2014-01-06,2014,1,Q1,1,January,Jan,2,6,1,6A14,FALSE
20140107,2014-01-07,2014,1,Q1,1,January,Jan,2,7,2,7A14,FALSE
20140108,2014-01-08,2014,1,Q1,1,January,Jan,2,8,3,8A14,FALSE
20140109,2014-01-09,2014,1,Q1,1,January,Jan,2,9,4,9A14,FALSE
20140110,2014-01-10,2014,1,Q1,1,January,Jan,2,10,5,10A14,FALSE
20140111,2014-01-11,2014,1,Q1,1,January,Jan,2,11,6,11A14,TRUE
20140112,2014-01-12,2014,1,Q1,1,January,Jan,2,12,0,12A14,TRUE
20140113,2014-01-13,2014,1,Q1,1,January,Jan,3,13,1,13A14,FALSE
20140114,2014-01-14,2014,1,Q1,1,January,Jan,3,14,2,14A14,FALSE
20140115,2014-01-15,2014,1,Q1,1,January,Jan,3,15,3,15A14,FALSE
20140116,2014-01-16,2014,1,Q1,1,January,Jan,3,16,4,16A14,FALSE
20140117,2014-01-17,2014,1,Q1,1,January,Jan,3,17,5,17A14,FALSE
20140118,2014-01-18,2014,1,Q1,1,January,Jan,3,18,6,18A14,TRUE
20140119,2014-01-19,2014,1,Q1,1,January,Jan,3,19,0,19A14,TRUE
20140120,2014-01-20,2014,1,Q1,1,January,Jan,4,20,1,20A14,FALSE
20140121,2014-01-21,2014,1,Q1,1,January,Jan,4,21,2,21A14,FALSE
20140122,2014-01-22,2014,1,Q1,1,January,Jan,4,22,3,22A14,FALSE
20140123,2014-01-23,2014,1,Q1,1,January,Jan,4,23,4,23A14,FALSE
20140124,2014-01-24,2014,1,Q1,1,January,Jan,4,24,5,24A14,FALSE
20140125,2014-01-25,2014,1,Q1,1,January,Jan,4,25,6,25A14,TRUE
20140126,2014-01-26,2014,1,Q1,1,January,Jan,4,26,0,26A14,TRUE
20140127,2014-01-27,2014,1,Q1,1,January,Jan,5,27,1,27A14,FALSE
20140128,2014-01-28,2014,1,Q1,1,January,Jan,5,28,2,28A14,FALSE
20140129,2014-01-29,2014,1,Q1,1,January,Jan,5,29,3,29A14,FALSE
20140130,2014-01-30,2014,1,Q1,1,January,Jan,5,30,4,30A14,FALSE
20140131,2014-01-31,2014,1,Q1,1,January,Jan,5,31,5,31A14,FALSE
20140201,2014-02-01,2014,1,Q1,2,February,Feb,5,1,6,1A14,TRUE
20140202,2014-02-02,2014,1,Q1,2,February,Feb,5,2,0,2A14,TRUE
20140203,2014-02-03,2014,1,Q1,2,February,Feb,6,3,1,3A14,FALSE
20140204,2014-02-04,2014,1,Q1,2,February,Feb,6,4,2,4A14,FALSE
20140205,2014-02-05,2014,1,Q1,2,February,Feb,6,5,3,5A14,FALSE
20140206,2014-02-06,2014,1,Q1,2,February,Feb,6,6,4,6A14,FALSE
20140207,2014-02-07,2014,1,Q1,2,February,Feb,6,7,5,7A14,FALSE
20140208,2014-02-08,2014,1,Q1,2,February,Feb,6,8,6,8A14,TRUE
20140209,2014-02-09,2014,1,Q1,2,February,Feb,6,9,0,9A14,TRUE
20140210,2014-02-10,2014,1,Q1,2,February,Feb,7,10,1,10A14,FALSE
20140211,2014-02-11,2014,1,Q1,2,February,Feb,7,11,2,11A14,FALSE
20140212,2014-02-12,2014,1,Q1,2,February,Feb,7,12,3,12A14,FALSE
20140213,2014-02-13,2014,1,Q1,2,February,Feb,7,13,4,13A14,FALSE
20140214,2014-02-14,2014,1,Q1,2,February,Feb,7,14,5,14A14,FALSE
20140215,2014-02-15,2014,1,Q1,2,February,Feb,7,15,6,15A14,TRUE
20140216,2014-02-16,2014,1,Q1,2,February,Feb,7,16,0,16A14,TRUE
20140217,2014-02-17,2014,1,Q1,2,February,Feb,8,17,1,17A14,FALSE
20140218,2014-02-18,2014,1,Q1,2,February,Feb,8,18,2,18A14,FALSE
20140219,2014-02-19,2014,1,Q1,2,February,Feb,8,19,3,19A14,FALSE
20140220,2014-02-20,2014,1,Q1,2,February,Feb,8,20,4,20A14,FALSE
20140221,2014-02-21,2014,1,Q1,2,February,Feb,8,21,5,21A14,FALSE
20140222,2014-02-22,2014,1,Q1,2,February,Feb,8,22,6,22A14,TRUE
20140223,2014-02-23,2014,1,Q1,2,February,Feb,8,23,0,23A14,TRUE
20140224,2014-02-24,2014,1,Q1,2,February,Feb,9,24,1,24A14,FALSE
20140225,2014-02-25,2014,1,Q1,2,February,Feb,9,25,2,25A14,FALSE
20140226,2014-02-26,2014,1,Q1,2,February,Feb,9,26,3,26A14,FALSE
20140227,2014-02-27,2014,1,Q1,2,February,Feb,9,27,4,27A14,FALSE
20140228,2014-02-28,2014,1,Q1,2,February,Feb,9,28,5,28A14,FALSE
20140301,2014-03-01,2014,1,Q1,3,March,Mar,9,1,6,1A14,TRUE
20140302,2014-03-02,2014,1,Q1,3,March,Mar,9,2,0,2A14,TRUE
20140303,2014-03-03,2014,1,Q1,3,March,Mar,10,3,1,3A14,FALSE
20140304,2014-03-04,2014,1,Q1,3,March,Mar,10,4,2,4A14,FALSE
20140305,2014-03-05,2014,1,Q1,3,March,Mar,10,5,3,5A14,FALSE
20140306,2014-03-06,2014,1,Q1,3,March,Mar,10,6,4,6A14,FALSE
20140307,2014-03-07,2014,1,Q1,3,March,Mar,10,7,5,7A14,FALSE
20140308,2014-03-08,2014,1,Q1,3,March,Mar,10,8,6,8A14,TRUE
20140309,2014-03-09,2014,1,Q1,3,March,Mar,10,9,0,9A14,TRUE
20140310,2014-03-10,2014,1,Q1,3,March,Mar,11,10,1,10A14,FALSE
20140311,2014-03-11,2014,1,Q1,3,March,Mar,11,11,2,11A14,FALSE
20140312,2014-03-12,2014,1,Q1,3,March,Mar,11,12,3,12A14,FALSE
20140313,2014-03-13,2014,1,Q1,3,March,Mar,11,13,4,13A14,FALSE
20140314,2014-03-14,2014,1,Q1,3,March,Mar,11,14,5,14A14,FALSE
20140315,2014-03-15,2014,1,Q1,3,March,Mar,11,15,6,15A14,TRUE
20140316,2014-03-16,2014,1,Q1,3,March,Mar,11,16,0,16A14,TRUE
20140317,2014-03-17,2014,1,Q1,3,March,Mar,12,17,1,17A14,FALSE
20140318,2014-03-18,2014,1,Q1,3,March,Mar,12,18,2,18A14,FALSE
20140319,2014-03-19,2014,1,Q1,3,March,Mar,12,19,3,19A14,FALSE
20140320,2014-03-20,2014,1,Q1,3,March,Mar,12,20,4,20A14,FALSE
20140321,2014-03-21,2014,1,Q1,3,March,Mar,12,21,5,21A14,FALSE
20140322,2014-03-22,2014,1,Q1,3,March,Mar,12,22,6,22A14,TRUE
20140323,2014-03-23,2014,1,Q1,3,March,Mar,12,23,0,23A14,TRUE
20140324,2014-03-24,2014,1,Q1,3,March,Mar,13,24,1,24A14,FALSE
20140325,2014-03-25,2014,1,Q1,3,March,Mar,13,25,2,25A14,FALSE
20140326,2014-03-26,2014,1,Q1,3,March,Mar,13,26,3,26A14,FALSE
20140327,2014-03-27,2014,1,Q1,3,March,Mar,13,27,4,27A14,FALSE
20140328,2014-03-28,2014,1,Q1,3,March,Mar,13,28,5,28A14,FALSE
20140329,2014-03-29,2014,1,Q1,3,March,Mar,13,29,6,29A14,TRUE
20140330,2014-03-30,2014,1,Q1,3,March,Mar,13,30,0,30A14,TRUE
20140331,2014-03-31,2014,1,Q1,3,March,Mar,14,31,1,31A14,FALSE
20140401,2014-04-01,2014,2,Q2,4,April,Apr,14,1,2,1A14,FALSE
20140402,2014-04-02,2014,2,Q2,4,April,Apr,14,2,3,2A14,FALSE
20140403,2014-04-03,2014,2,Q2,4,April,Apr,14,3,4,3A14,FALSE
20140404,2014-04-04,2014,2,Q2,4,April,Apr,14,4,5,4A14,FALSE
20140405,2014-04-05,2014,2,Q2,4,April,Apr,14,5,6,5A14,TRUE
20140406,2014-04-06,2014,2,Q2,4,April,Apr,14,6,0,6A14,TRUE
20140407,2014-04-07,2014,2,Q2,4,April,Apr,15,7,1,7A14,FALSE
20140408,2014-04-08,2014,2,Q2,4,April,Apr,15,8,2,8A14,FALSE
20140409,2014-04-09,2014,2,Q2,4,April,Apr,15,9,3,9A14,FALSE
20140410,2014-04-10,2014,2,Q2,4,April,Apr,15,10,4,10A14,FALSE
20140411,2014-04-11,2014,2,Q2,4,April,Apr,15,11,5,11A14,FALSE
20140412,2014-04-12,2014,2,Q2,4,April,Apr,15,12,6,12A14,TRUE
20140413,2014-04-13,2014,2,Q2,4,April,Apr,15,13,0,13A14,TRUE
20140414,2014-04-14,2014,2,Q2,4,April,Apr,16,14,1,14A14,FALSE
20140415,2014-04-15,2014,2,Q2,4,April,Apr,16,15,2,15A14,FALSE
20140416,2014-04-16,2014,2,Q2,4,April,Apr,16,16,3,16A14,FALSE
20140417,2014-04-17,2014,2,Q2,4,April,Apr,16,17,4,17A14,FALSE
20140418,2014-04-18,2014,2,Q2,4,April,Apr,16,18,5,18A14,FALSE
20140419,2014-04-19,2014,2,Q2,4,April,Apr,16,19,6,19A14,TRUE
20140420,2014-04-20,2014,2,Q2,4,April,Apr,16,20,0,20A14,TRUE
20140421,2014-04-21,2014,2,Q2,4,April,Apr,17,21,1,21A14,FALSE
20140422,2014-04-22,2014,2,Q2,4,April,Apr,17,22,2,22A14,FALSE
20140423,2014-04-23,2014,2,Q2,4,April,Apr,17,23,3,23A14,FALSE
20140424,2014-04-24,2014,2,Q2,4,April,Apr,17,24,4,24A14,FALSE
20140425,2014-04-25,2014,2,Q2,4,April,Apr,17,25,5,25A14,FALSE
20140426,2014-04-26,2014,2,Q2,4,April,Apr,17,26,6,26A14,TRUE
20140427,2014-04-27,2014,2,Q2,4,April,Apr,17,27,0,27A14,TRUE
20140428,2014-04-28,2014,2,Q2,4,April,Apr,18,28,1,28A14,FALSE
20140429,2014-04-29,2014,2,Q2,4,April,Apr,18,29,2,29A14,FALSE
20140430,2014-04-30,2014,2,Q2,4,April,Apr,18,30,3,30A14,FALSE
20140501,2014-05-01,2014,2,Q2,5,May,May,18,1,4,1A14,FALSE
20140502,2014-05-02,2014,2,Q2,5,May,May,18,2,5,2A14,FALSE
20140503,2014-05-03,2014,2,Q2,5,May,May,18,3,6,3A14,TRUE
20140504,2014-05-04,2014,2,Q2,5,May,May,18,4,0,4A14,TRUE
20140505,2014-05-05,2014,2,Q2,5,May,May,19,5,1,5A14,FALSE
20140506,2014-05-06,2014,2,Q2,5,May,May,19,6,2,6A14,FALSE
20140507,2014-05-07,2014,2,Q2,5,May,May,19,7,3,7A14,FALSE
20140508,2014-05-08,2014,2,Q2,5,May,May,19,8,4,8A14,FALSE
20140509,2014-05-09,2014,2,Q2,5,May,May,19,9,5,9A14,FALSE
20140510,2014-05-10,2014,2,Q2,5,May,May,19,10,6,10A14,TRUE
20140511,2014-05-11,2014,2,Q2,5,May,May,19,11,0,11A14,TRUE
20140512,2014-05-12,2014,2,Q2,5,May,May,20,12,1,12A14,FALSE
20140513,2014-05-13,2014,2,Q2,5,May,May,20,13,2,13A14,FALSE
20140514,2014-05-14,2014,2,Q2,5,May,May,20,14,3,14A14,FALSE
20140515,2014-05-15,2014,2,Q2,5,May,May,20,15,4,15A14,FALSE
20140516,2014-05-16,2014,2,Q2,5,May,May,20,16,5,16A14,FALSE
20140517,2014-05-17,2014,2,Q2,5,May,May,20,17,6,17A14,TRUE
20140518,2014-05-18,2014,2,Q2,5,May,May,20,18,0,18A14,TRUE
20140519,2014-05-19,2014,2,Q2,5,May,May,21,19,1,19A14,FALSE
20140520,2014-05-20,2014,2,Q2,5,May,May,21,20,2,20A14,FALSE
20140521,2014-05-21,2014,2,Q2,5,May,May,21,21,3,21A14,FALSE
20140522,2014-05-22,2014,2,Q2,5,May,May,21,22,4,22A14,FALSE
20140523,2014-05-23,2014,2,Q2,5,May,May,21,23,5,23A14,FALSE
20140524,2014-05-24,2014,2,Q2,5,May,May,21,24,6,24A14,TRUE
20140525,2014-05-25,2014,2,Q2,5,May,May,21,25,0,25A14,TRUE
20140526,2014-05-26,2014,2,Q2,5,May,May,22,26,1,26A14,FALSE
20140527,2014-05-27,2014,2,Q2,5,May,May,22,27,2,27A14,FALSE
20140528,2014-05-28,2014,2,Q2,5,May,May,22,28,3,28A14,FALSE
20140529,2014-05-29,2014,2,Q2,5,May,May,22,29,4,29A14,FALSE
20140530,2014-05-30,2014,2,Q2,5,May,May,22,30,5,30A14,FALSE
20140531,2014-05-31,2014,2,Q2,5,May,May,22,31,6,31A14,TRUE
20140601,2014-06-01,2014,2,Q2,6,June,Jun,22,1,0,1A14,TRUE
20140602,2014-06-02,2014,2,Q2,6,June,Jun,23,2,1,2A14,FALSE
20140603,2014-06-03,2014,2,Q2,6,June,Jun,23,3,2,3A14,FALSE
20140604,2014-06-04,2014,2,Q2,6,June,Jun,23,4,3,4A14,FALSE
20140605,2014-06-05,2014,2,Q2,6,June,Jun,23,5,4,5A14,FALSE
20140606,2014-06-06,2014,2,Q2,6,June,Jun,23,6,5,6A14,FALSE
20140607,2014-06-07,2014,2,Q2,6,June,Jun,23,7,6,7A14,TRUE
20140608,2014-06-08,2014,2,Q2,6,June,Jun,23,8,0,8A14,TRUE
20140609,2014-06-09,2014,2,Q2,6,June,Jun,24,9,1,9A14,FALSE
20140610,2014-06-10,2014,2,Q2,6,June,Jun,24,10,2,10A14,FALSE
20140611,2014-06-11,2014,2,Q2,6,June,Jun,24,11,3,11A14,FALSE
20140612,2014-06-12,2014,2,Q2,6,June,Jun,24,12,4,12A14,FALSE
20140613,2014-06-13,2014,2,Q2,6,June,Jun,24,13,5,13A14,FALSE
20140614,2014-06-14,2014,2,Q2,6,June,Jun,24,14,6,14A14,TRUE
20140615,2014-06-15,2014,2,Q2,6,June,Jun,24,15,0,15A14,TRUE
20140616,2014-06-16,2014,2,Q2,6,June,Jun,25,16,1,16A14,FALSE
20140617,2014-06-17,2014,2,Q2,6,June,Jun,25,17,2,17A14,FALSE
20140618,2014-06-18,2014,2,Q2,6,June,Jun,25,18,3,18A14,FALSE
20140619,2014-06-19,2014,2,Q2,6,June,Jun,25,19,4,19A14,FALSE
20140620,2014-06-20,2014,2,Q2,6,June,Jun,25,20,5,20A14,FALSE
20140621,2014-06-21,2014,2,Q2,6,June,Jun,25,21,6,21A14,TRUE
20140622,2014-06-22,2014,2,Q2,6,June,Jun,25,22,0,22A14,TRUE
20140623,2014-06-23,2014,2,Q2,6,June,Jun,26,23,1,23A14,FALSE
20140624,2014-06-24,2014,2,Q2,6,June,Jun,26,24,2,24A14,FALSE
20140625,2014-06-25,2014,2,Q2,6,June,Jun,26,25,3,25A14,FALSE
20140626,2014-06-26,2014,2,Q2,6,June,Jun,26,26,4,26A14,FALSE
20140627,2014-06-27,2014,2,Q2,6,June,Jun,26,27,5,27A14,FALSE
20140628,2014-06-28,2014,2,Q2,6,June,Jun,26,28,6,28A14,TRUE
20140629,2014-06-29,2014,2,Q2,6,June,Jun,26,29,0,29A14,TRUE
20140630,2014-06-30,2014,2,Q2,6,June,Jun,27,30,1,30A14,FALSE
20140701,2014-07-01,2014,3,Q3,7,July,Jul,27,1,2,1A14,FALSE
20140702,2014-07-02,2014,3,Q3,7,July,Jul,27,2,3,2A14,FALSE
20140703,2014-07-03,2014,3,Q3,7,July,Jul,27,3,4,3A14,FALSE
